[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Simon , 1 = Ground 

# board
8	0	0	8
#healthbar
16	110	33	9
#timer
17	300	13	17
#score
19	110	13	17
#subwl
20	310	36	30



# Brick
1	0	400	24	0	0	0
1	32	400	24	0	0	0
1	64	400	24	0	0	0
1	128	400	24	0	0	0
1	160	400	24	0	0	0
1	192	400	24	0	0	0
1	224	400	24	0	0	0
1	256	400	24	0	0	0
1	288	400	24	0	0	0
1	320	400	24	0	0	0
1	352	400	24	0	0	0
1	384	400	24	0	0	0
1	416	400	24	0	0	0
1	448	400	24	0	0	0
1	480	400	24	112	448	120
1	512	400	24	0	0	0
1	544	400	24	0	0	0
1	576	400	24	0	0	0
1	608	400	24	0	0	0
1	640	400	24	0	0	0
1	672	400	24	0	0	0
1	704	400	24	0	0	0
1	768	400	24	0	0	0
1	800	400	24	0	0	0
1	832	400	24	0	0	0
1	864	400	24	0	0	0
1	896	400	24	0	0	0
1	928	400	24	0	0	0
1	960	400	24	0	0	0
1	992	400	24	0	0	0

# brick other
1	832	208	24	0	0	0
1	864	208	24	0	0	0
1	896	208	24	0	0	0
1	928	208	24	0	0	0
1	960	208	24	0	0	0
1	992	208	24	0	0	0
1	672	272	24	0	0	0
1	704	272	24	0	0	0
1	736	272	24	0	0	0
1	768	272	24	0	0	0
1	640	240	24	0	0	0
1	672	240	24	0	0	0
1	512	240	24	0	0	0
1	512	272	24	0	0	0
1	512	304	24	0	0	0
1	544	240	24	0	0	0
1	544	272	24	0	0	0
1	544	304	24	0	0	0
1	544	336	24	0	0	0
1	544	368	24	0	0	0
1	576	240	24	0	0	0
1	576	272	24	0	0	0
1	576	304	24	0	0	0
1	576	336	24	0	0	0
1	576	368	24	0	0	0
1	608	240	24	0	0	0
1	608	272	24	0	0	0
1	608	304	24	0	0	0
1	608	336	24	0	0	0
1	608	368	24	0	0	0

#brick y> 0
1	0	208	24	0	0	0
1	32	208	24	0	0	0
1	64	208	24	0	0	0
1	128	208	24	0	0	0
1	160	208	24	0	0	0
1	96	208	24	0	0	0
1	192	208	24	0	0	0
1	224	208	24	0	0	0
1	256	272	24	113	320	120
1	288	272	24	0	0	0
1	320	272	24	0	0	0


#stop map
1	-32	0	24	0	0	0
1	-32	32	24	0	0	0
1	-32	64	24	0	0	0
1	-32	96	24	0	0	0
1	-32	128	24	0	0	0
1	-32	160	24	0	0	0
1	-32	192	24	0	0	0
1	-32	224	24	0	0	0
1	-32	256	24	0	0	0
1	-32	288	24	0	0	0
1	-32	320	24	0	0	0
1	-32	352	24	0	0	0
1	-32	384	24	0	0	0
1	-32	416	24	0	0	0
1	-32	448	24	0	0	0
1	1024	0	24	0	0	0
1	1024	32	24	0	0	0
1	1024	64	24	0	0	0
1	1024	96	24	0	0	0
1	1024	128	24	0	0	0
1	1024	160	24	0	0	0
1	1024	192	24	0	0	0
1	1024	224	24	0	0	0
1	1024	256	24	0	0	0
1	1024	288	24	0	0	0
1	1024	320	24	0	0	0
1	1024	352	24	0	0	0
1	1024	384	24	0	0	0
1	1024	416	24	0	0	0
1	1024	448	24	0	0	0

#STAIR
1	96	400	27	0	0	0
1	736	400	27	0	0	0

# TORCH
12	511	335	5	1	11

#CANDLE
12	185	155	5	2	1
12	60	338	5	2	1
12	305	120	5	2	1
12	450	290	5	2	1
12	600	120	5	2	1
12	695	338	5	2	1

#gate				visible = true (1)
4	96	336	2	1

#whip
5	-100	-100	4
#Axe
91	0	0	6
92	0	0	22
9	0	0	20
# Simon
0	10	100	1
