[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Simon , 1 = Ground 

# board
8	110	0	8
#healthbar
16	110	33	9
#timer
17	300	13	17
#score
19	110	13	17
#subwl
20	310	36	30

#ZOMBIE
10	360	335	410
10	430	335	410
10	500	335	410
#BLACK_LEOPARD
11	200	220	400

#CANDLE
12	55	335	5	2	13
12	180	270	5	2	0
12	310	335	5	2	0
12	440	270	5	2	12
12	565	335	5	2	14
12	695	270	5	2	12
12	820	335	5	2	12
12	950	270	5	2	0
12	1080	150	5	2	14
12	1200	335	5	2	15
12	1340	100	5	2	1
12	1460	145	5	2	1
12	1625	335	5	2	15
12	1750	150	5	2	1
12	1875	335	5	2	12
12	2005	335	5	2	12
12	2130	335	5	2	12
12	2260	335	5	2	12
12	2385	335	5	2	12
12	2510	270	5	2	12
12	2710	145	5	2	14
12	2780	95	5	2	1
12	3250	300	5	2	1
12	4300	300	5	2	1
12	4550	300	5	2	1
12	4800	300	5	2	1
12	5050	300	5	2	1
12	5300	300	5	2	1

# Brick
1	0	400	24	0	0
1	32	400	24	0	0
1	64	400	24	0	0
1	96	400	24	0	0
1	128	400	24	0	0
1	160	400	24	0	0
1	192	400	24	0	0
1	224	400	24	0	0
1	256	400	24	0	0
1	288	400	24	0	0
1	320	400	24	0	0
1	352	400	24	0	0
1	384	400	24	0	0
1	416	400	24	0	0
1	448	400	24	0	0
1	480	400	24	0	0
1	512	400	24	0	0
1	544	400	24	0	0
1	576	400	24	0	0
1	608	400	24	0	0
1	640	400	24	0	0
1	672	400	24	0	0
1	704	400	24	0	0
1	736	400	24	0	0
1	768	400	24	0	0
1	800	400	24	0	0
1	832	400	24	0	0
1	864	400	24	0	0
1	896	400	24	0	0
1	928	400	24	0	0
1	960	400	24	0	0
1	992	400	24	0	0
1	1024	400	24	0	0
1	1056	400	24	0	0
1	1088	400	24	0	0
1	1120	400	24	0	0
1	1152	400	24	0	0
1	1184	400	24	0	0
1	1216	400	24	0	0
1	1248	400	24	0	0
1	1280	400	24	0	0
1	1312	400	24	0	0
1	1344	400	24	0	0
1	1376	400	24	0	0
1	1408	400	24	0	0
1	1440	400	24	0	0
1	1472	400	24	0	0
1	1504	400	24	0	0
1	1536	400	24	0	0
1	1568	400	24	0	0
1	1600	400	24	0	0
1	1632	400	24	0	0
1	1664	400	24	0	0
1	1696	400	24	0	0
1	1728	400	24	0	0
1	1760	400	24	0	0
1	1792	400	24	0	0
1	1824	400	24	0	0
1	1856	400	24	0	0
1	1888	400	24	0	0
1	1920	400	24	0	0
1	1952	400	24	0	0
1	1984	400	24	0	0
1	2016	400	24	0	0
1	2048	400	24	0	0
1	2080	400	24	0	0
1	2112	400	24	0	0
1	2144	400	24	0	0
1	2176	400	24	0	0
1	2208	400	24	0	0
1	2240	400	24	0	0
1	2272	400	24	0	0
1	2304	400	24	0	0
1	2336	400	24	0	0
1	2368	400	24	0	0
1	2400	400	24	0	0
1	2432	400	24	0	0
1	2464	400	24	0	0
1	2496	400	24	0	0
1	2528	400	24	0	0
1	2560	400	24	0	0
1	2592	400	24	0	0
1	2624	400	24	0	0
1	2656	400	24	0	0
1	2688	400	24	0	0
1	2720	400	24	0	0
1	2752	400	24	0	0
1	2784	400	24	0	0
1	2816	400	24	0	0

#stop map
1	-32	0	24	0	0
1	-32	32	24	0	0
1	-32	64	24	0	0
1	-32	96	24	0	0
1	-32	128	24	0	0
1	-32	160	24	0	0
1	-32	192	24	0	0
1	-32	224	24	0	0
1	-32	256	24	0	0
1	-32	288	24	0	0
1	-32	320	24	0	0
1	-32	352	24	0	0
1	-32	384	24	0	0
1	-32	416	24	0	0
1	-32	448	24	0	0
1	2848	0	24	0	0
1	2848	32	24	0	0
1	2848	64	24	0	0
1	2848	96	24	0	0
1	2848	128	24	0	0
1	2848	160	24	0	0
1	2848	192	24	0	0
1	2848	224	24	0	0
1	2848	256	24	0	0
1	2848	288	24	0	0
1	2848	320	24	0	0
1	2848	352	24	0	0
1	2848	384	24	0	0
1	2848	416	24	0	0
1	2848	448	24	0	0

#gate
4	1500	336	24	0	0

#whip
5	-100	-100	4
#Axe
91	0	0	6
92	0	0	22
9	0	0	20
# Simon
0	10	100	1
